goId,goName,countDE,countAll,pv
GO:0099055,integral component of postsynaptic membrane,12,111,0.7996
GO:0015935,small ribosomal subunit,6,59,0.8004
GO:0005719,nuclear euchromatin,2,22,0.80245
GO:0016460,myosin II complex,2,22,0.80245
GO:0032590,dendrite membrane,2,22,0.80245
GO:0034364,high-density lipoprotein particle,2,22,0.80245
GO:0005720,nuclear heterochromatin,3,32,0.80768
GO:0031225,anchored component of membrane,16,146,0.80974
GO:0030424,axon,61,514,0.81179
GO:0101003,ficolin-1-rich granule membrane,6,60,0.81336
GO:0000788,nuclear nucleosome,1,12,0.81384
GO:0001931,uropod,1,12,0.81384
GO:0031254,cell trailing edge,1,12,0.81384
GO:0033178,"proton-transporting two-sector ATPase complex, catalytic domain",1,12,0.81384
GO:0034709,methylosome,1,12,0.81384
GO:0071564,npBAF complex,1,12,0.81384
GO:0089717,spanning component of membrane,1,12,0.81384
GO:0098799,outer mitochondrial membrane protein complex,1,12,0.81384
GO:0099144,anchored component of synaptic membrane,1,12,0.81384
GO:0099243,extrinsic component of synaptic membrane,1,12,0.81384
GO:1990454,L-type voltage-gated calcium channel complex,1,12,0.81384
GO:0005930,axoneme,10,96,0.8214
GO:0044305,calyx of Held,2,23,0.82229
GO:0008180,COP9 signalosome,3,33,0.82426
GO:0022627,cytosolic small ribosomal subunit,3,33,0.82426
GO:0016591,"RNA polymerase II, holoenzyme",7,70,0.82578
GO:0099699,integral component of synaptic membrane,16,148,0.82603
GO:0097014,ciliary plasm,10,97,0.83104
GO:0001750,photoreceptor outer segment,7,71,0.83672
GO:0005739,mitochondrion,174,1419,0.83791
GO:0005665,"RNA polymerase II, core complex",1,13,0.83819
GO:0030677,ribonuclease P complex,1,13,0.83819
GO:0030897,HOPS complex,1,13,0.83819
GO:0032045,guanyl-nucleotide exchange factor complex,1,13,0.83819
GO:0034706,sodium channel complex,1,13,0.83819
GO:0036038,MKS complex,1,13,0.83819
GO:0061702,inflammasome complex,1,13,0.83819
GO:0099523,presynaptic cytosol,1,13,0.83819
GO:0000178,exosome (RNase complex),2,24,0.84033
GO:0005689,U12-type spliceosomal complex,2,24,0.84033
GO:0030131,clathrin adaptor complex,2,24,0.84033
GO:0099522,region of cytosol,2,24,0.84033
GO:1905354,exoribonuclease complex,2,24,0.84033
GO:0097060,synaptic membrane,44,383,0.84284
GO:0097542,ciliary tip,4,44,0.84441
GO:0099240,intrinsic component of synaptic membrane,17,160,0.85158
GO:0031226,intrinsic component of plasma membrane,142,1172,0.85354
GO:0005891,voltage-gated calcium channel complex,3,35,0.85378
GO:0000313,organellar ribosome,8,82,0.85639
GO:0005761,mitochondrial ribosome,8,82,0.85639
GO:0031970,organelle envelope lumen,8,82,0.85639
GO:0001891,phagocytic cup,2,25,0.85669
GO:0034707,chloride channel complex,4,45,0.85681
GO:0005840,ribosome,21,195,0.85773
GO:0005671,Ada2/Gcn5/Ada3 transcription activator complex,1,14,0.85935
GO:0030673,axolemma,1,14,0.85935
GO:0033162,melanosome membrane,1,14,0.85935
GO:0034362,low-density lipoprotein particle,1,14,0.85935
GO:0043194,axon initial segment,1,14,0.85935
GO:0045009,chitosome,1,14,0.85935
GO:0090741,pigment granule membrane,1,14,0.85935
GO:0098554,cytoplasmic side of endoplasmic reticulum membrane,1,14,0.85935
GO:0000428,DNA-directed RNA polymerase complex,8,83,0.86526
GO:0055029,nuclear DNA-directed RNA polymerase complex,8,83,0.86526
GO:0032391,photoreceptor connecting cilium,3,36,0.86684
GO:0005844,polysome,5,56,0.87246
GO:0005887,integral component of plasma membrane,132,1100,0.87279
GO:0031902,late endosome membrane,12,120,0.87489
GO:0033177,"proton-transporting two-sector ATPase complex, proton-transporting domain",1,15,0.87775
GO:0033268,node of Ranvier,1,15,0.87775
GO:0034719,SMN-Sm protein complex,1,15,0.87775
GO:0035859,Seh1-associated complex,1,15,0.87775
GO:0016020,membrane,1012,7928,0.87829
GO:0030880,RNA polymerase complex,8,85,0.88167
GO:0120114,Sm-like protein family complex,5,57,0.88208
GO:0042734,presynaptic membrane,14,139,0.88382
GO:0042788,polysomal ribosome,2,27,0.8849
GO:0150034,distal axon,28,260,0.88752
GO:0071005,U2-type precatalytic spliceosome,4,48,0.88905
GO:0071011,precatalytic spliceosome,4,48,0.88905
GO:0016010,dystrophin-associated glycoprotein complex,1,16,0.89374
GO:0030132,clathrin coat of coated pit,1,16,0.89374
GO:0042599,lamellar body,1,16,0.89374
GO:0070069,cytochrome complex,1,16,0.89374
GO:0090665,glycoprotein complex,1,16,0.89374
GO:0098688,parallel fiber to Purkinje cell synapse,1,16,0.89374
GO:0098802,plasma membrane receptor complex,15,150,0.89648
GO:0005921,gap junction,2,28,0.89698
GO:0060170,ciliary membrane,7,78,0.89867
GO:0033267,axon part,38,347,0.89916
GO:0005753,mitochondrial proton-transporting ATP synthase complex,1,17,0.90764
GO:0005922,connexin complex,1,17,0.90764
GO:0031307,integral component of mitochondrial outer membrane,1,17,0.90764
GO:0097440,apical dendrite,1,17,0.90764
GO:0030285,integral component of synaptic vesicle membrane,2,29,0.90788
GO:0098563,intrinsic component of synaptic vesicle membrane,3,40,0.90933
GO:0005759,mitochondrial matrix,48,435,0.9137
GO:0009295,nucleoid,3,41,0.91783
GO:0031312,extrinsic component of organelle membrane,3,41,0.91783
GO:0032589,neuron projection membrane,3,41,0.91783
GO:0042645,mitochondrial nucleoid,3,41,0.91783
GO:0097525,spliceosomal snRNP complex,3,41,0.91783
GO:0005859,muscle myosin complex,1,18,0.91972
GO:0031306,intrinsic component of mitochondrial outer membrane,1,18,0.91972
GO:0045259,proton-transporting ATP synthase complex,1,18,0.91972
GO:0098793,presynapse,47,429,0.92022
GO:0044304,main axon,5,62,0.92137
GO:0030173,integral component of Golgi membrane,2,31,0.92651
GO:0098798,mitochondrial protein complex,22,219,0.92892
GO:0005732,small nucleolar ribonucleoprotein complex,1,19,0.93023
GO:0016514,SWI/SNF complex,1,19,0.93023
GO:0034361,very-low-density lipoprotein particle,1,19,0.93023
GO:0034385,triglyceride-rich plasma lipoprotein particle,1,19,0.93023
GO:0008076,voltage-gated potassium channel complex,6,74,0.9336
GO:0097733,photoreceptor cell cilium,8,94,0.93632
GO:0097381,photoreceptor disc membrane,1,20,0.93936
GO:0044445,cytosolic part,18,187,0.94002
GO:0097731,9+0 non-motile cilium,8,95,0.94076
GO:0034358,plasma lipoprotein particle,2,33,0.94154
GO:1990777,lipoprotein particle,2,33,0.94154
GO:0005684,U2-type spliceosomal complex,6,76,0.94343
GO:0032281,AMPA glutamate receptor complex,1,21,0.94729
GO:0015934,large ribosomal subunit,8,97,0.94882
GO:0045111,intermediate filament cytoskeleton,15,163,0.94963
GO:0060076,excitatory synapse,3,46,0.95036
GO:0048786,presynaptic active zone,4,57,0.95078
GO:0034705,potassium channel complex,6,78,0.95193
GO:0008328,ionotropic glutamate receptor complex,2,35,0.95362
GO:0032994,protein-lipid complex,2,35,0.95362
GO:0030990,intraciliary transport particle,1,22,0.95419
GO:0022626,cytosolic ribosome,6,79,0.95574
GO:0005746,mitochondrial respiratory chain,5,69,0.95685
GO:0044441,ciliary part,41,395,0.9571
GO:0001533,cornified envelope,2,37,0.96328
GO:0098878,neurotransmitter receptor complex,2,37,0.96328
GO:0000407,phagophore assembly site,1,24,0.96539
GO:0032809,neuronal cell body membrane,1,24,0.96539
GO:0032421,stereocilium bundle,3,50,0.96726
GO:0005758,mitochondrial intermembrane space,5,73,0.96983
GO:0044298,cell body membrane,1,25,0.96992
GO:0030119,AP-type membrane coat adaptor complex,2,39,0.971
GO:0005929,cilium,56,534,0.97179
GO:0031300,intrinsic component of organelle membrane,16,182,0.97191
GO:0044391,ribosomal subunit,13,154,0.97243
GO:0044455,mitochondrial membrane part,16,185,0.97667
GO:0070469,respiratory chain,5,76,0.97708
GO:0008023,transcription elongation factor complex,2,41,0.97714
GO:0097730,non-motile cilium,9,119,0.97948
GO:0022625,cytosolic large ribosomal subunit,2,42,0.97971
GO:0036064,ciliary basal body,8,109,0.97973
GO:0034704,calcium channel complex,3,55,0.9808
GO:0044306,neuron projection terminus,9,120,0.98101
GO:0043679,axon terminus,7,101,0.98336
GO:0005778,peroxisomal membrane,3,57,0.98455
GO:0031903,microbody membrane,3,57,0.98455
GO:0005669,transcription factor TFIID complex,1,31,0.98704
GO:0098686,hippocampal mossy fiber to CA3 synapse,1,31,0.98704
GO:0098800,inner mitochondrial membrane protein complex,7,105,0.98821
GO:0098803,respiratory chain complex,3,60,0.98889
GO:0032420,stereocilium,2,47,0.98891
GO:0044438,microbody part,6,96,0.99003
GO:0044439,peroxisomal part,6,96,0.99003
GO:0030672,synaptic vesicle membrane,5,85,0.99024
GO:0099501,exocytic vesicle membrane,5,85,0.99024
GO:0098982,GABA-ergic synapse,4,74,0.99086
GO:0031301,integral component of organelle membrane,12,161,0.9916
GO:0044425,membrane part,660,5436,0.99458
GO:0005777,peroxisome,8,126,0.99517
GO:0005882,intermediate filament,8,126,0.99517
GO:0042579,microbody,8,126,0.99517
GO:0019866,organelle inner membrane,43,466,0.99625
GO:0001917,photoreceptor inner segment,1,41,0.99682
GO:0034703,cation channel complex,12,174,0.99693
GO:0044429,mitochondrial part,95,938,0.99807
GO:0031966,mitochondrial membrane,59,627,0.99839
GO:0005743,mitochondrial inner membrane,36,423,0.99884
GO:0005740,mitochondrial envelope,62,661,0.99886
GO:1902495,transmembrane transporter complex,19,259,0.99888
GO:1990351,transporter complex,19,264,0.99923
GO:0034702,ion channel complex,16,237,0.99943
GO:0045095,keratin filament,1,59,0.99975
GO:0016021,integral component of membrane,453,4090,1
GO:0031224,intrinsic component of membrane,471,4236,1
GO:0005575,cellular_component,2036,15580,1
